,title,area,numberOfRooms,price,town,district
9255,LÜKS SİTEDE FİNANS MERKEZİNE 5 DK,135,3+1,11.000,Çakmak,Çamlık Mh.
9256,İNKLAP MAH KİRALIK 3+1 HASTANEYE YAKIN,135,3+1,8.500,Merkez,İnkılap Mh.
9257,DURU GAYRİMENKUL DEN ÜMRANİYE ATAKENT DE EŞYALI BÜYÜK 2+1,90,2+1,9.750,Atakent,
9258,ÜMRANİYE İSTİKLAL MAHALLESİNDE KİRALIK 2+1 DAİRE,75,2+1,6.250,Atakent,İstiklal Mh.
9259,EBRU YILMAZ GAYRİMENKUL'DEN Soyak Yenişehir Şelale Evleri Eşyalı,51,1+1,8.500,Çakmak,Site Mah.
9260,CAN GM..NEZİH TOWERS TA 1+1 52 M2 YÜKSEK KAT KİRALIK DAİRE,52,1+1,7.000,Şerifali,Tatlısu Mh.
9261,Kiralık 3+1 daire otopark asansör var,110,3+1,7.000,Yukarıdudullu,Altınşehir Mh.
9262,ÇAKMAK TAVUKÇUYOLU CADD CEPHE SİTEDE EŞYALI LÜKS 3.KAT 160m2 3+1,160,3+1,18.000,Tepeüstü,Tepeüstü Mh.
9263,sun gayrimenkul'den soyak metrosuna 250metre 135m2 3+1 daire,135,3+1,7.400,Çakmak,Site Mah.
9264,AKANSU'DAN ÇAMLIK MAH. SİTE İÇİ (3+1) 120M² ARAKAT DAİRE,135,3+1,11.500,Çakmak,Çakmak Mh.
9265,İKİZLER EMLAK'TAN 4+1 150 M2 HARİKA KONUM METROYA YAKIN,150,4+1,7.500,Yukarıdudullu,Yukarı Dudullu Mh.
9266,İkbal Caddesine Çok Yakın Gül Sitesinde 2+1 Kiralık,105,2+1,8.000,Çakmak,Çakmak Mh.
9267,MEBRUR'dan_Soyak Manolya'da_Güncel_B­oş_Balkonlu_3+1_140 m²,140,3+1,12.750,Çakmak,Site Mah.
9268,ATAŞEHİR FİNANS MERKEZİNE KOMŞU 1+1 EŞYALI KİRALIK ROYA NOVA,66,1+1,12.000,Çakmak,Çamlık Mh.
9269,MERİT LİFE HAYAT SİTESİ'NDE 2+1ATAŞEHİR MANZARALI 11.000.-TL,100,2+1,11.000,Şerifali,Tatlısu Mh.
9270,"FİNANS MERKEZİNDE KİRALIK DAİRE 11 000 TL ARA KAT, SİTE",130,3+1,11.000,Çakmak,Site Mah.
9271,ADEM YAVUZ MAHALLESİNDE SIFIR 2+1 KİRALIK DAİRE,90,2+1,6.500,Aşağıdudullu,Adem Yavuz Mah.
9272,"1+1 НОВАЯ МЕБЛИРОВАННАЯ КВАРТИРА, МОЖНО АРЕНДА НА 3-6 МЕСЯЦЕВ",66,1+1,15.000,Çakmak,Çamlık Mh.
9273,ELİTE LİFE SİTESİNDE KİRALIK TEK 3+1,148,3+1,13.500,Şerifali,Tatlısu Mh.
9274,METİN EMLAKTAN ŞERİFALİDE SİTE İÇERSİNDE 4.KAT 90m 2+1 OTOPARKLI,95,2+1,10.000,Şerifali,Tatlısu Mh.
9275,yarı kullanımlı ev kiralık oda.tercihen bayan.,95,2+1,3.000,Yukarıdudullu,Yukarı Dudullu Mh.
9276,SAFİR GAYRİMENKUL 2+1 KİRALIK DAİRE,100,2+1,5.000,Ihlamurkuyu,
9277,FIRSAT ROYA NOVA EŞYALI KİRALIK FATURALAR DAHİL 17.000TL,70,1+1,17.000,Çakmak,Çamlık Mh.
9278,Atakent' in Merkezinde 3 Cephesi Manzaralı Ferah 3+1 Daire,115,3+1,8.250,Atakent,
9279,"Şerifali'de full site'de Geniş 150m2 havuz,güvenl­ik,k.otopark",150,3+1,14.500,Şerifali,Tatlısu Mh.
9280,ŞERİFALİ'DE KİRALIK TERS DUBLEKS DAİRE,160,3+2,15.000,Şerifali,Şerifali Mh.
9281,Çok Uygun Kaçırılmayacak Fırsat! Emlak Ofisinden Merkezi (Pay Ölçer) Stüdyo (1+0) Konut Ferah,55,1+0,8.495,Şerifali,Tatlısu Mh.
9282,NAMIK KEMAL HATBOYU CAD PARALELİ 2+1 KİRALIK DAİRE,86,2+1,7.000,Merkez,Namık Kemal Mh.
9283,FİNANSŞEHİR TİME ŞEHİR MANZARALI YÜKSEK KAT BOŞ 1+1 DAİRE FIRSAT,68,1+1,8.250,Çakmak,Finanskent Mh.
9284,ÇAKMAK TAVUKÇUYOLUNDA EŞYALI 3+1,130,3+1,10.000,Çakmak,Çakmak Mh.
9285,Ümraniye Doğanevler Caddesinde 2+1 Kiralık Daire,90,2+1,7.250,Yukarıdudullu,Altınşehir Mh.
9286,SELİMOĞLU LAVELLA 2 SİT. BAHÇE KATI HARİKA 140M2 4+1 DAİRE,150,4+1,14.000,Şerifali,Şerifali Mh.
9287,İSTANBUL GARDEN EMLAKTAN KAÇIRILMAYACAK FIRSAT 3+1,158,3+1,10.500,Atatürk,Atatürk Mh.
9288,İSTİKLAL MAH. ANAFARTALAR CAD. YAKIN 3+1 DUBLEX TERASLI BALKONLU,130,3+1,8.500,Atakent,İstiklal Mh.
9289,ARSLAN EMLAK'DAN 3+2 BÖLGEDEKİ EN GENİŞ M2YE SAHİP KİRALIK DAİRE,250,3+2,8.300,Aşağıdudullu,Cemil Meriç Mh.
9290,CASPİAN MODERN'DE MUHTEŞEM MANZARALI YENİ VE KALİTELİ MOBİLYALI,55,1+0,7.500,Şerifali,Tatlısu Mh.
9291,SUR YAPI EXEN İSTANBUL *E.EKŞİ'den BAHÇE KATI 116m2 2+1 suryapı,116,2+1,19.000,Atatürk,Tantavi Mah.
9292,ÜMRANİYE NECİP MAHALLESİNDE ASANSÖRLÜ KİRALIK 2+1ARA KAT DAİRE,80,2+1,6.500,Esenşehir,Necip Fazıl Mh.
9293,"""SAHİBİNDEN"" ÇIKMAZ SOKAKTA DOĞA MANZARALI DAİRE",140,3+1,10.000,Merkez,Namık Kemal Mh.
9294,metronun dibinde kiralık daire,90,2+1,7.500,Tepeüstü,Tepeüstü Mh.
9295,ÜMRANİYE DORA PARK 2+1 125m2 ORMAN MANZARALI KİRALIK BOŞ DAİRE,125,2+1,11.500,Çakmak,Saray Mah.
9296,METROYA YAKIN 3+1 KAPALI TERASLI DAİRE,140,3+1,7.600,Şerifali,Mehmet Akif Mah.
9297,Upstone 2 kapalı otoparklı 11.kat kiralık daire,90,2+1,9.500,Çakmak,Site Mah.
9298,Upstone 2 kapalı otoparklı 11.kat kiralık daire,90,2+1,9.500,Çakmak,Site Mah.
9299,İSTANBUL GARDEN EMLAKTAN KAÇIRILMAYACAK FIRSAT!!!!! DUBLEKS,250,3+2,8.500,Aşağıdudullu,Cemil Meriç Mh.
9300,Ümraniye Armağan Residence 2+1 10.500,85,2+1,10.500,Çakmak,Armağanevler Mh.
9301,Bayana faturalar dahil eşyalı 7/24 güvenlikli binada oda,34,1+0,4.000,Çakmak,Armağanevler Mh.
9302,"Ümraniye'de Müstakil,Bahçeli Villa Tadında Kiralık Daire!!!",90,2+1,7.350,Merkez,İnkılap Mh.
9303,Ümraniye çakmak 2+1 Daire senelik kiralık,105,2+1,96.000,Çakmak,Çakmak Mh.
9304,İSTİKLAL MAH 1+1 METROYA 3DK KİRALIK DAİRE,55,1+1,5.750,Atakent,İstiklal Mh.
9305,ALTINŞEHİRDE METROYA 6 DAKİKA ARA KAT GENİŞ 1+1 KİRALIK DAİRE,70,1+1,5.650,Yukarıdudullu,Altınşehir Mh.
9306,ATATÜRK MAHALLESİNDE SÜTCÜ İMAM CADDE ÜZERİ 90 m2 DAİRE,90,2+1,9.000,Atatürk,Atatürk Mh.
9307,ELMALIKENT MERKEZİ LOKASYONDA AÇIK OTOPARKLI KİRALIK 3+1,110,3+1,7.700,Kazımkarabekir,Elmalıkent Mh.
9308,ÜMRANİYE ATAKENT MÜSTAKİL 3+1 KİRALIK DUBLEKS,130,3+1,10.500,Atakent,
9309,SÜPER KONUMDA NECİP FAZILDA GENİŞ 2+1 130m2 KİRALIK DAİRE !!!,135,2+1,7.000,Esenşehir,Necip Fazıl Mh.
9310,"SİNPAŞ FİNANS ŞEHİR-K.MUTFAK 2+1,BALKONLU",115,2+1,16.500,Çakmak,Finanskent Mh.
9311,EBRU YILMAZ GAYRİMENKUL'den Soyak Yenişehir Şelale Evleri 2+1,74,2+1,9.000,Çakmak,Site Mah.
9312,İSTANBUL ÜMRANİYE ARMAĞAN EVLERDE MÖBLELİ 3+1 120m2,130,3+1,17.000,Çakmak,Armağanevler Mh.
9313,Ümraniye Atakent 3+1 Geniş Ferah Site İçi Kiralık Daire,170,3+1,12.000,Atakent,
9314,GÜNERİ'DEN BUTİK SİTE LÜKS SIFIR 3+1 135M2 KİRALIK DAİRE,135,3+1,12.000,Esenevler,
9315,KİRALIK DAİRE,140,2+2,8.000,Çakmak,Çakmak Mh.
9316,SİTE İÇERİSİNDE KIZ ÖĞRENCİYE KİRALIK SIFIR EŞYALI SUİT ODA,65,3+0,3.000,Şerifali,Mehmet Akif Mah.
9317,ÜMRANİYE TEPEÜSTÜ METRONUN YANINDA EŞYALI DAİRE,110,2+1,12.000,Tepeüstü,Tepeüstü Mh.
9318,AVRUPA KONUTLARI YAMANEVLER ÜMRANİYE DÜŞÜK KAT KİRALIK 3+1,166,3+1,25.500,Merkez,Yamanevler Mh.
9319,SAHİBİNDEN AİLE APARTMANINDA 3+1 DAİRE ( OTOPARKLI),158,3+1,8.000,Atakent,İstiklal Mh.
9320,KG GAYRİMENKUL'DEN FİNANS MERKEZİNE YAKIN HAVUZLU SİTEDE 2+1,115,2+1,11.000,Çakmak,Site Mah.
9321,3+1 Kiralık daire,110,3+1,7.800,Merkez,Namık Kemal Mh.
9322,POZİTİFTEN İKBAL CAD 65M2 2+1 KİRALIK DAİRE 6.250TL,65,2+1,6.250,Çakmak,Çamlık Mh.
9323,AKANSU EMLAKTAN 2+1 GENİŞ METROYA ÇOK YAKIN FIRSAT KİRALIK DAİRE,75,2+1,5.750,Çakmak,Çakmak Mh.
9324,TUTULDUmraniye Metroya Pazara Okullara yakin kiralik ev,85,2+1,6.500,Yukarıdudullu,Yukarı Dudullu Mh.
9325,BUTİK SİTE İÇERİSİNDE 2+1 HARİKA DAİRE,100,2+1,7.550,Şerifali,Mehmet Akif Mah.
9326,ÜMRANİYE ESENKENTTE 1+1 KİRALIK DAİRELER 6 ADET DOĞUŞ ÜNİ YAKINI,40,1+1,3.550,Esenşehir,Esenkent Mah.
9327,**İKBAL CAD3+1 110M2 TEMİZ DAİRE FİNANS MERKEZİNE 5DAKİKA**,120,3+1,7.000,Çakmak,Çamlık Mh.
9328,GÜVENLİKLİ SİTE İÇERİSİNDE 3+1 EN ÜST KAT KİRALIK 140 M2 DAİRE,140,3+1,8.000,Çakmak,Çamlık Mh.
9329,MAYA'DAN ÇAMLIKTA BUTİK SİTE İÇERİSİNDE 3+1 130 m2 KİRALIK DAİRE,130,3+1,7.000,Çakmak,Çamlık Mh.
9330,TAVUKÇUYOLU ÜZERİ METROYA YAKIN SİTE İÇERİSİNDE 3+1 DAİRE,125,3+1,8.250,Tepeüstü,Tepeüstü Mh.
9331,Dudullu.merk­ezde.Kiralik Daire,75,2+1,4.000,Aşağıdudullu,Aşağı Dudullu Mh.
9332,tavukcuyoluna 2.dk mesafede 80m2 2+1 boş balkonlu 2 .kat 5000TL,80,1+1,5.000,Yukarıdudullu,Yukarı Dudullu Mh.
9333,ÜMRANİYE TEPEÜSTÜ Mh MERKEZİ KONUMLU 140m2 KİRALIK DAİRE 7500TL,150,3+1,7.500,Tepeüstü,Tepeüstü Mh.
9334,ÇAKMAKTA BEKARA UYGUN TERASLI 1+1 KİRALIK DAİRE,65,1+1,5.500,Çakmak,Çakmak Mh.
9335,ÜMRANİYE ATAKENT MAHALLESİ 3+1 120M2 KİRALIK MANZARALI DAİRE,120,3+1,7.900,Atakent,
9336,ATATÜRK MAHALLESİNDE (2 ODA 1 SALON),100,2+1,6.500,Atatürk,Atatürk Mh.
9337,İSTANBUL GARDEN EMLAKTAN KAÇIRILMAYACAK FIRSAT 3+1,120,3+1,9.500,Şerifali,Mehmet Akif Mah.
9338,ÜMRANİYE ÇAKMAK'DA BEKARA UYGUN KİRALIK 1+1,75,1+1,5.500,Çakmak,Çakmak Mh.
9339,ESENEVLER MH. ASANSÖRLÜ TERASLI OTOPARKLI DUBLEKS,170,4+1,10.500,Esenevler,
9340,YENİ'DEN 2+1 90M2 FİNANS MERKEZİNE KOMŞU ARA KAT SIFIR DAİRE...,90,2+1,7.000,Çakmak,Çamlık Mh.
9341,Cemil meriç 1+1 geniş 70 m2,80,1+1,3.500,Aşağıdudullu,Cemil Meriç Mh.
9342,ŞERİFALİ POLARİS DE KİRALIK 1+1 HAVUZ SPOR SALONU K.OTOPARK,80,1+1,9.200,Şerifali,Tatlısu Mh.
9343,SAHİBİNDEN SİNPAŞ CENTRAL LİFE 180M2 BAHÇE DUBLEKSİ,210,4+1,23.000,Esenşehir,Necip Fazıl Mh.
9344,SITE İÇERISINDE 3+1DAİRE,125,3+1,8.000,Şerifali,Mehmet Akif Mah.
9345,"ESKİDJİ-AĞAOĞLU ELTES GÜNEŞİ-3+1-­130M2-SİTE CEPHELİ-(glow,evidea",130,3+1,15.500,Esenşehir,Esenşehir Mh.
9346,Ümraniye Atatürk Mahallesinde 115m2 2+1 Kiralık Daire,115,2+1,9.000,Atatürk,Atatürk Mh.
9347,SUR YAPI EXEN İSTANBUL *E.EKŞİ'den EŞYALI 100m2 2+1 suryapı,100,2+1,20.000,Atatürk,Tantavi Mah.
9348,ERLA PARK'TA FİNANS MERKEZİNE YAKIN 120m2 3+1,120,3+1,10.000,Çakmak,Site Mah.
9349,ARMAĞANEVLER MAHALLESİNDE EBEVEYN BANYOLU 15 EYLÜLDE BOŞ 3+1,125,3+1,12.000,Çakmak,Armağanevler Mh.
9350,FİNANS MERKEZİNE KOMŞU.FULL EŞYALI.SİTE ÖZELLİKLİ BİNADA 3+1,160,3+1,18.500,Şerifali,Tatlısu Mh.
9351,Esenevler Geniş Eşyalı Manzaralı Daire,170,4+2,16.000,Esenevler,
9352,İSTANBUL GARDEN EMLAKTAN KAÇIRILMAYACAK FIRSAT TERS DUBLEKS,70,1+1,10.000,Esenşehir,Necip Fazıl Mh.
9353,Atakent'te Sitede Kiralık 3+1 Yüksek Kat Daire,110,3+1,8.000,Atakent,
9354,FİNANS MERKEZİNE YAKIN KİRALIK 2+1 DAİRE,100,2+1,6.950,Çakmak,Site Mah.
9355,ÜMRANİYEDE SİNPAŞ FİNANS ŞEHİR SİTESİNDE AYRI MUTFAKLI GENİŞ2+1,120,2+1,16.500,Çakmak,Finanskent Mh.
9356,İDEALİSTKENT SİTESİ HAVUZ CEPHELİ 118M2 2+1 KİRALIK TURYAP'TAN,118,2+1,12.500,Esenşehir,Madenler Mah.
9357,AHMET YAVUZ İLKÖĞRETİM OKULU YANINDA,90,2+1,6.000,Kazımkarabekir,Kazım Karabekir Mh.
9358,ŞERİFALİ SİTE BOŞ 3+1 OTURUMA HAZIR ÖZEL YAPILI KİRALIK DAİRE,150,3+1,12.250,Şerifali,Mehmet Akif Mah.
9359,ÜMRANİYE SOYAK YENİSEHİR BOLGESI 1+1/76M2 EŞYALI KİRALİK DAIRE,76,1+1,7.500,Çakmak,Site Mah.
9360,SİNPAŞ FİNANS ŞEHİRDE AYRI MUTFAKLI LÜKS KİRALIK 120m² 2+1ARAKAT,120,2+1,16.500,Çakmak,Finanskent Mh.
9361,Ümraniye Ataşehir Bölgesine Yakın Esenevler Mahallesi!!!,200,6+1,12.900,Esenevler,
9362,MAYA'DAN TEK YETKİLİ MİTHATPAŞA CADDESİNDE 2+1 KİRALIK DAİRE,88,2+1,9.400,Çakmak,Armağanevler Mh.
9363,SOYAK YENİŞEHİR DE REZİDANS TA DUBLEX KİRALIK DAİRE,200,3+2,15.000,Çakmak,Site Mah.
9364,"TEK YETKİLİYİZNAMIK KEMAL MH, ÜMRANİYE DE YURTSEVER RESIDENCE",90,2+1,8.450,Merkez,Namık Kemal Mh.
9365,Panaromik Manzaralı 110 m²'lik 3+1 A plus Daire,110,3+1,7.200,Esenşehir,Esenkent Mah.
9366,**REMAX ÖNCÜ ** ŞERİFALİ MAH KİRALIK DAİRE,130,3+1,9.500,Şerifali,Şerifali Mh.
9367,SİNPAŞ FİNANS ŞEHİR PROJESİ'NDE AÇIK MUTFAK 2+1 EŞYALI SIFIR,101,2+1,16.000,Çakmak,Finanskent Mh.
9368,Kiralık 2+1 Ayrı Mutfak SIFIR DAİRE -GENŞ BALKN-Özellikli Site,112,2+1,10.500,Şerifali,Tatlısu Mh.
9369,sahibinden kiralık daire,60,1+1,5.500,Çakmak,Çakmak Mh.
9370,ALBAYRAK EMLAKTAN ÖNÜ KAPANMAZ MANZARALI DAİRE,150,3+1,8.200,Çakmak,Çakmak Mh.
9371,KARTAL PROPAVİSTA 2+1 KİRALIK DENİZ MANZARA / اجاره دوخواب,98,2+1,12.000,Çakmak,Çakmak Mh.
9372,KAPLANKENT SITESI KİRALİK 3+1,150,3+1,9.000,Merkez,İnkılap Mh.
9373,Furnished apartment nearby m5 metro,80,2+1,9.000,Yukarıdudullu,Altınşehir Mh.
9374,Evcim'den çakmak mh. 130m2 3+1,130,3+1,9.000,Çakmak,Çakmak Mh.
9375,SAHİBİNDEN 1+1Komple Mobilyalı KİRALIK METRONUN YANIBAŞINDA,70,1+1,10.000,Esenşehir,Necip Fazıl Mh.
9376,Merkezi Konumda Yeni Binada 3+1 Komple Eşyalı Daire,130,3+1,15.000,Atakent,İstiklal Mh.
9377,ESENKENT MAHALLESİ EMEK SİTESİ KİRALIK 2+1 ÇİFT BALKONLU DAİRE,90,2+1,6.000,Esenşehir,Esenkent Mah.
9378,Merit life Bulvar Sitesinde Balkonlu Ve Teraslı Güney Cepheli,110,2+1,11.000,Şerifali,Mehmet Akif Mah.
9379,"YAPI 1461'DEN OTOPARKLI,MERKEZİ KONUMDA,SİTE İÇİ KİRALIK DAİRE!",138,3+1,12.000,Esenevler,
9380,KOÇ GRUPTAN SOYAK YENİŞEHİRDE FİNANSKENT'E YAKIN KİRALIK 3+1,165,3+1,10.000,Çakmak,Site Mah.
9381,FİNANS MERKEZİNE YAKIN SİTE İÇERİSİNDE KİRALIK DAİRE,145,3+1,12.500,Şerifali,Tatlısu Mh.
9382,SİNPAŞ AQUA CITY 1.ETAP KİRALIK MERİDYEN DAİRE 3+1 aquacity,134,3+1,14.000,Aşağıdudullu,Parseller Mah.
9383,Kapalı Otoparklı Butik Site içinde Lüks 4+1 Dubleks Daire,170,4+1,10.000,Merkez,İnkılap Mh.
9384,YASİN MACİT DEN TAVUKÇUYOLUNA PARALEL DAİRE,100,2+1,7.750,Şerifali,Şerifali Mh.
9385,YUKARI DUDULLU MH KİRALIK ARAKAT DAİRE,100,2+1,6.000,Yukarıdudullu,Altınşehir Mh.
9386,DEMİROĞLU GYD_ÜMRANİYE_3+2 DUBLEKS KİRALIK DAİRE,140,3+2,7.150,Aşağıdudullu,Aşağı Dudullu Mh.
9387,ELALMIŞ'DA 3+1 170 M2 KİRALIK DAİRE BALKONLU 12000,170,3+1,12.000,Şerifali,Tatlısu Mh.
9388,Bölgenin EN İYİLERİNDEN... 3+1 sıfır 7.katta cephesi komple açık,120,3+1,12.000,Esenevler,
9389,BUTİK SİTE LÜKS SIFIR ESENEVLER'DE 3+1 135M2 KİRALIK DAİRE,135,3+1,12.000,Esenevler,
9390,CAN PARK METRO DURAĞI ARKASI 2+1 AMERİKAN MUTFAKLİ,70,2+1,7.500,Merkez,Yamanevler Mh.
9391,SAFIR GAYRİMENKUL 3+1 KİRALIK DAİRE HASTANEYE YAKIN,130,3+1,6.000,Merkez,İnkılap Mh.
9392,KİRALIK DAİRE METROYA YAKIN,125,3+1,6.000,Aşağıdudullu,Adem Yavuz Mah.
9393,Merkezi konum 2+1 Ayrı mutfaklı Kiralık Daire Bahçe katı,75,2+1,5.750,Atakent,İstiklal Mh.
9394,3+1 KİRALIK DAİRE,135,3+1,9.000,Merkez,İnkılap Mh.
9395,BOŞ 3. KAT 2+1 CANPARK AVM METRO DURAĞI ÖNÜNDE,100,2+1,10.000,Atatürk,Atatürk Mh.
9396,İdealist Kent 1.Etap Havuz Cephe 144 M2 2+1 Kiralık Boş Daire,144,2+1,13.900,Esenşehir,Madenler Mah.
9397,INTER WORLD GAYRİMENKUL'DEN OTOPARKLI TERASLI SİTEDE KİRALIK 3+1,150,3+1,9.250,Çakmak,Armağanevler Mh.
9398,İdealist Kent 1.Etap Havuz Cephe 144 M2 2+1 Kiralık Boş Daire,144,2+1,13.900,Esenşehir,Madenler Mah.
9399,INTER WORLD GAYRİMENKUL'DEN OTOPARKLI TERASLI SİTEDE KİRALIK 3+1,150,3+1,9.250,Çakmak,Armağanevler Mh.
9400,SOYAK YENİŞEHİR ŞELALE SİTESİNDE ( BOŞ ) KİRALIK 3+1,108,3+1,13.500,Çakmak,Site Mah.
9401,Atakent Cadde Üzeri Az Katlı Binada 3+Kiralık Daire,120,3+1,7.250,Atakent,
9402,MEHMET AKİF MAHALLESİNDE KİRALIK 3+1,105,3+1,8.500,Şerifali,Mehmet Akif Mah.
9403,İSTANBUL GARDEN EMLAKTAN KAÇIRILMAYACAK FIRSAT 1+1,85,1+1,5.000,Esenşehir,Necip Fazıl Mh.
9404,Atalay Saral dan Ümraniye Luxery Design Residence m2,60,1+1,15.000,Atakent,
9405,Atalay Saral dan Ümraniye Luxery Design Residence n3,60,1+1,15.000,Çakmak,Armağanevler Mh.
9406,AKANSU'DAN BEKARA VE ÖĞRENCİYE UYGUN 1+1 KİRALIK DAİRE,60,1+1,5.500,Çakmak,Çakmak Mh.
9407,Sinpaş Central Life Sitesi 135 m2 3+1 Kiralık Daire,135,3+1,12.000,Esenşehir,Necip Fazıl Mh.
9408,Valizini al gel bayana faturalar dahil eşyalıoda banyo tuvaletli,33,1+0,3.200,Atatürk,Tantavi Mah.
9409,2+1 YÜKSEK TAVAN TERAS KATI ESENEVLER MAH,95,2+1,5.250,Esenevler,
9410,MAYA'DAN ALTINŞEHİRDE ULAŞIM SORUNU OLMAYAN 2+1 KİRALIK DAİRE,120,2+1,6.000,Yukarıdudullu,Altınşehir Mh.
9411,ÇAKMAK'TA MERKEZİ KONUMDA METROYA YAKIN 2+1 KİRALIK DAİRE,90,2+1,7.000,Çakmak,Çakmak Mh.
9412,"Ümraniye Adem Yavuz Mahallesi 3+1 , 145 m2 Kiralık Daire",145,3+1,7.000,Aşağıdudullu,Adem Yavuz Mah.
9413,İDEALİSTKENT 2+1 KİRALIK DAİRE İdealist kent S. OFİSİ OKAN İNAN.,119,2+1,11.000,Esenşehir,Madenler Mah.
9414,Beka Gm Atatürk Mah.de 120m2 3+1Kiralık Daire,120,3+1,8.500,Atatürk,Atatürk Mh.
9415,SİNPAŞ CENTRAL LİFE 3+2 280 M2 KİRALIK ÇATI DUBLEKS,280,3+2,21.000,Esenşehir,Necip Fazıl Mh.
9416,Soyak Yenişehir Şelale Evleri Kiralık 1+1 Daire,51,1+1,7.000,Çakmak,Site Mah.
9417,Ümraniye İnkılap Mahallesi'nde kiralık daire.,85,2+1,8.500,Merkez,İnkılap Mh.
9418,Sinpaş Finans Şehir Time Etabı Kiralık 3+1,134,3+1,26.000,Çakmak,Finanskent Mh.
9419,"Ümraniye Madenler 3+1 Kiralık Daire ""METRO ""5 dk Mesafede",140,3+1,7.500,Esenşehir,Madenler Mah.
9420,Yeşilkuşak Sitesinde 3+1 Kiralık Daire,150,3+1,10.000,Esenşehir,Madenler Mah.
9421,Sahibinden Ağaoğlu Eltes Güneşi 3+1,129,3+1,15.500,Esenşehir,Esenşehir Mh.
9422,FİNANS MERKEZİ KARŞISINDA 2+1 100 M2 KİRALIK FERAH DAİRE.,100,2+1,5.200,Çakmak,Site Mah.
9423,ESENEVLER YAN YOLA YAKIN 4+1 140 m2 DÜBLEKS,140,4+1,10.500,Esenevler,
9424,CAN GAYRİMENKUL SARİSSA EVLERİ 1+1 71M2 KİRALIK TEK YETKİLİ,71,1+1,9.800,Şerifali,Şerifali Mh.
9425,Remax Abc Ağaoğlu Eltes Güneşi Sitesi Kiralık 1+1 Daire,68,1+1,8.000,Esenşehir,Esenşehir Mh.
9426,İkbal Caddesinin Hemen Arkası- Caddeye 2 Dak Çok Geniş 150m² 2+1,150,3+1,8.450,Çakmak,Çakmak Mh.
9427,Çakmakta geniş kullanışlı 3+1 balkonlu kiralık daire.,130,3+1,7.000,Çakmak,Çakmak Mh.
9428,ÖZTÜRK EMLAKTAN KİRALIK 2+1 KAT-2 CEP.0536.314.83.07,100,3+1,5.500,Merkez,Namık Kemal Mh.
9429,Ümraniye Ademyavuz mahallesinde 2+1 kiralık daire,95,2+1,5.200,Aşağıdudullu,Adem Yavuz Mah.
9430,TEK YETKİLİ TURYAP'TAN AĞAOĞLU MY TOWN DA TEK KİRALIK 2+1 DAİRE,125,2+1,17.500,Ihlamurkuyu,
9431,İdealistkent 2+1 144m2 havuz cephe balkonlu idealist kent,144,2+1,17.000,Esenşehir,Madenler Mah.
9432,AVRUPA KONUTLARI YAMANEVLER' DE 2+1 KİRALIK DAİRE,135,2+1,19.250,Merkez,Yamanevler Mh.
9433,AKANSU'DAN TATLISU MAHALLESİNDE GENİŞ 2+1 KİRALIK DAİRE,95,2+1,5.770,Şerifali,Tatlısu Mh.
9434,Ağaoğlu Eltes Güneşi Temiz Boyalı 3+1 KİRALIK FIRSAT DAİRE,129,3+1,15.000,Esenşehir,Esenşehir Mh.
9435,Elmalıkent Mah. Bisan Sitesinde Kiralık 4+1 Dubleks Daire,125,4+1,8.500,Kazımkarabekir,Elmalıkent Mh.
9436,Ümraniye Kazımkarabekir de ana cadde üzeri ofis depo işyeri,180,1+0,4.500,Kazımkarabekir,Kazım Karabekir Mh.
9437,SUR YAPI EXEN İSTANBUL KULE'de *E.EKŞİ'den 139m2 2+1 suryapı,139,2+1,18.000,Atatürk,Tantavi Mah.
9438,SİNPAŞ FİNANSŞEHİR PARK ETABI BAHÇE KULLANIMLI 2+1,130,2+1,25.000,Çakmak,Finanskent Mh.
9439,ÖNÜ KAPANMAZ MANZARALI 3+1 DAİRE,145,3+1,8.000,Çakmak,Site Mah.
9440,Bayanlar icin Ümraniyede tek kisilik oda...,20,1+0,3.850,Çakmak,Çakmak Mh.
9441,Cemil Meriç Mh.Kiralık 3+1 Balkonlu Temiz Daire,130,3+1,6.000,Aşağıdudullu,Cemil Meriç Mh.
9442,FİNANS ŞEHİRDE 3+1 KİRALIK,169,3+1,18.500,Çakmak,Finanskent Mh.
9443,K.Karabekir Mah.Kiralık 2+1 Cadde Üstü 1.Kat Daire,90,2+1,5.500,Kazımkarabekir,Kazım Karabekir Mh.
9444,TEK YETKİLİ TATLISU'DA_EBEV­EYNLİ_BALKONLU_ KİRALIK 2+1 DAİRE,100,2+1,7.250,Şerifali,Tatlısu Mh.
9445,Sinpaş Finans Şehir Park Etabı 2+1 Kapalı Mutfak Kiralık Daire,115,2+1,16.500,Çakmak,Finanskent Mh.
9446,ÜMRANİYE MADENLERDE KİRALIK DAİRE,135,3+1,8.000,Esenşehir,Madenler Mah.
9447,Ümraniye site içinde kiralık 3+1 metroya 400 mt,135,3+1,8.500,Esenşehir,Necip Fazıl Mh.
9448,SAHİBİNDEN KİRALIK DAİRE,80,2+1,8.500,Çakmak,Armağanevler Mh.
9449,Cemil meriç mahallesi açıklamayı okuyunuz,120,3+1,3.250,Aşağıdudullu,Cemil Meriç Mh.
9450,F-L EMLAK CADDE ÜSTÜ OTOBAN YAKINI 4+1 OTOPARKLI GENİŞ AİLEYE,155,4+1,12.500,Esenevler,
